id_datetime,humid_wavelet,wdisp100_wavelet,vertdisp100_wavelet,ws100_wavelet_rolling_mean_sixth_day,wdisp100_wavelet_rolling_mean_sixth_day,ws100_wavelet
2021-09-16 18:00:00,73.36258403406934,1.0665828946734095,0.6984268317059017,8.983403719807388,1.0665828946734095,8.983403719807388
2021-09-16 18:10:00,76.73771892183815,1.0349605393265247,0.4855192344800108,8.916385018843112,1.050771716999967,8.849366317878838
2021-09-16 18:19:59,78.78265941410619,0.9958159552890664,0.4009805181222655,8.893883126704926,1.0324531297630002,8.84887934242855
2021-09-16 18:30:00,79.01409080313087,0.948170309210171,0.41264463490975467,8.90846538648423,1.0113824246247929,8.952212165822143
2021-09-16 18:39:59,79.4874004488264,0.8932948516540641,0.4184998340906688,8.93894537494206,0.987764910030647,9.060865328773382
2021-09-16 18:50:00,80.21132900887946,0.8400584969331741,0.4120808020462762,8.975474914854964,0.9631471745144017,9.158122614419483
2021-09-16 18:59:59,80.2333719652772,0.8003635824026548,0.43096710704281915,9.016920586765066,0.939892375641295,9.265594618225677
2021-09-16 19:10:00,79.8635406982766,0.7833016629452921,0.46251606423793246,9.05963624904588,0.9203185365542946,9.358645885011585
2021-09-16 19:19:59,79.75575952720294,0.7922550324247232,0.47727085971718713,9.097866454148663,0.9060892583176755,9.403708094970915
2021-09-16 19:30:00,79.95745145504601,0.8234598328355647,0.47335280655278283,9.128594080143795,0.8978263157694645,9.40514271409999
2021-09-16 19:40:00,80.25694269777344,0.8676189770750857,0.4594998389198797,9.152156427888231,0.8950801940699755,9.3877799053326
2021-09-16 19:49:59,80.54214875279901,0.9133664248442402,0.43935532586476933,9.170830357242467,0.8966040466344976,9.376243580139048
2021-09-16 20:00:00,80.74248308919415,0.9505465167506364,0.4168735527656659,9.187718441421898,0.900753467412662,9.390375451575087
2021-09-16 20:09:59,80.8269121661405,0.9728375645136214,0.39778870773714625,9.205662157845385,0.9059023314913021,9.438930471350723
2021-09-16 20:20:00,80.84309457970339,0.9775872656341196,0.38700820183242135,9.226541510821333,0.9106813271008232,9.518852452484596
2021-09-16 20:29:59,80.86210561342807,0.9647126314776345,0.38815787524695183,9.251239120868599,0.9140582836243739,9.621703271577568
2021-09-16 20:40:00,80.91368931614552,0.9379568484150397,0.40182520280952194,9.279958254942727,0.9154640815532366,9.739464400128789
2021-09-16 20:49:59,80.96227127581078,0.9055218726772786,0.4240121217430787,9.3126361950288,0.9149117366156835,9.868161176492034
2021-09-16 21:00:00,80.91433697204643,0.8785028342785536,0.44740038908134033,9.349155278328155,0.9129954785979397,10.006498777716551
2021-09-16 21:10:00,80.66599446316958,0.8680646718227372,0.46397535426927283,9.38927160436583,0.9107489382591796,10.151481799081655
2021-09-16 21:19:59,80.1856770323006,0.8802477803581311,0.4690675242950663,9.432490538391963,0.9092965021686535,10.296869218914624
2021-09-16 21:30:00,79.56396809592536,0.9121637999036813,0.46431271817398817,9.477965474990656,0.909426833883882,10.432939143563233
2021-09-16 21:39:59,78.99115276900761,0.9537058742690291,0.45596703084160956,9.52442890350149,0.9113520095528015,10.546624330739848
2021-09-16 21:50:00,78.67845658181457,0.9921806743485347,0.45124730994858986,9.570243519858455,0.9147198705859569,10.623979696068611
2021-09-16 21:59:59,78.73584362119074,1.018096604129655,0.45505847618449863,9.639776056071293,0.9126996084799672,10.652184588915496
2021-09-16 22:10:00,79.09162113339298,1.0293935946081512,0.4677226681587253,9.713616410569257,0.9124676524500351,10.62153482582998
2021-09-16 22:19:59,79.52477819704575,1.0300994884195116,0.48617438771002136,9.783689719994287,0.9138961329971368,10.530638768629276
2021-09-16 22:30:00,79.77376505549651,1.026286647552022,0.5065298273688079,9.843536389684758,0.9171509804280474,10.388532238393436
2021-09-16 22:40:00,79.68822803033869,1.0225685113537824,0.5247218390091041,9.891458844875858,0.9225373829155356,10.211004253359784
2021-09-16 22:49:59,79.32996730856975,1.020042446056832,0.5368559328088961,9.927227375633615,0.9300367141290214,10.01656735260565
2021-09-16 23:00:00,78.93022361021475,1.017959254637074,0.5394638217819017,9.950345896807097,0.9391032004721223,9.82043912638925
2021-09-16 23:09:59,78.75904643115473,1.0163964658164382,0.5298407379692562,9.961773239402907,0.9488154839250865,9.632902107311024
2021-09-16 23:20:00,78.96713325797636,1.0166439486796326,0.508647580329851,9.964527748741004,0.9581650221023744,9.469816319085245
2021-09-16 23:29:59,79.48411986851578,1.0205013734604698,0.4817373939581617,9.962616261629153,0.9663750862950788,9.35926702341555
2021-09-16 23:40:00,80.06911885139772,1.0280792622209394,0.4583863031876726,9.960495388021561,0.9730609315094894,9.336878938750413
2021-09-16 23:49:59,80.44753084256553,1.036756717649796,0.44790276091925396,9.962831687468723,0.9782021937097211,9.43231476687092
2021-09-17 00:00:00,80.45205072756325,1.0443492882314707,0.4550115932473808,9.97330811520549,0.9821106425214223,9.641809717257518
2021-09-17 00:10:00,80.10970915849411,1.052217793317392,0.4766705754809367,9.99301177044088,0.9854181520549128,9.911818197000052
2021-09-17 00:19:59,79.59584682189816,1.0665205488637308,0.5042365335900366,10.019563059886806,0.9891237055228131,10.156083399186835
2021-09-17 00:30:00,79.11742243730329,1.0958707690575387,0.5279401837539978,10.047384323359596,0.994588627921976,10.289413594924532
2021-09-17 00:39:59,78.81617981522744,1.1427469084207964,0.5407430107699113,10.069468383970962,1.0031215470888826,10.269481854801555
2021-09-17 00:50:00,78.712136114331,1.1972703837431191,0.5410033825110246,10.080127645480859,1.015277735049959,10.123983452729606
